,Argument ID,Conclusion,Stance,Premise,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
4818,E01054,The best way to save the world from climate change and protect the environment is to encourage everyone to start with themselves and examine what they can do to help solve this problem.,against,"It is not a question of blaming others. It is a question of seeing the situation as it is. Recognize the patterns, reasons and consequences of our behavior. We do not make our choices in a vacuum. If it is easier and cheaper not to live long-term, people will do so, even if they are aware of the consequences.",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4819,E01055,The best way to save the world from climate change and protect the environment is to encourage everyone to start with themselves and examine what they can do to help solve this problem.,against,"We should organize our cities, our economy and our policy so that it is easy for people to behave responsibly on an ecological level. It takes a lot of work now, but it is the work we have to do if we want to move on to something more sustainable.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4820,E01059,Intensive rearing is expected to disappear,in favor of,Sustainable and animal-friendly farms grow their own food and create an ecological cycle.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4821,E01060,Intensive rearing is expected to disappear,in favor of,"Current subsidies with a modular incentive system should be replaced, as this allows farmers to choose environmentally, socially, financially responsible and sustainable solutions that are already available - such as natural sequence agriculture, regenerative agriculture, permaculture, etc.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
4822,E01061,Intensive rearing is expected to disappear,in favor of,"In Germany, 60% of the land is used for animal feed. In order to determine the amount of subsidies a farm receives, the area of the farm is decisive. In other words, a large amount of land, a large amount of subsidies. This translates into cheap feed for animals and, ultimately, intensive livestock farming. Thus, if the state subsidizes animal feed and livestock farming on the basis of their size and not on the basis of the sustainability and welfare of animals, the concept of intensive livestock farming will be supported.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4824,E01075,The battery devices shall be so designed as to be capable of being replaced.,in favor of,"The need to replace an entire mobile phone (or tablet, camera, mobile phone, etc.) because a battery has reached the end of its useful life is being fed. It is not only a pressure on consumers' wallets, it is also devastating for the environment, as the energy and resources entering into the manufacturing of electronics is artificially increased through the short lifespan of these devices.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4825,E01079,The EU should set up a carbon border adjustment mechanism (CBAM),in favor of,The CBAM is a central element of a comprehensive approach to achieve zero net emissions by 2050 and to mitigate global warming.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4827,E01091,Europe should put a green tax above all imports from highly polluting countries,in favor of,Taxation seems to be the only real way to get other countries less concerned about climate change to work on it.,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4830,E01115,Europe must protect bees,in favor of,"We must protect our planet, and without bees, wasps or other arthropods, we are going to our own extinction!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4831,E01116,Europe must protect bees,in favor of,"Without the bees, which are dying in mass, Europe's existence is impossible. The problem is complex and it concerns the influence of toxic pesticides and other agricultural and industrial chemicals, as well as the influence of GSM technologies, which lead to the overheating of the bee body, which falls under the negative impact of microwaves. Therefore, Europe must create a series of policies to help bees survive in the name of the surplus of European nations.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4832,E02001,A coordinating centre should be set up with representatives of institutions capable of facilitating the integration of refugees.,in favor of,"It is important to consider immigrants as people with a culture, a religious perspective and a very different but respectable idea of sociality vis-à-vis Europe, which is why we must act in a coordinated and prudent manner between institutions and organisations.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4836,E02005,UK residents in an EU country should have EU-wide rights,against,"The British voted for Brexit, so now of course they have to live with their choice. It turns out that you can't really have your cake and eat it too.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4840,E02009,Cohesion funds should be provided directly to cities and regions.,in favor of,"The Cohesion Funds have become a mechanism for local oligarchs and political elites to maintain their power and influence in national contexts, which has made it possible to use EU funds for their own personal or political gain and to retain the benefits of people in cities and regions.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4841,E02010,Cohesion funds should be provided directly to cities and regions.,in favor of,A higher percentage of funds for cities and regions that are directly controlled and distributed by EU institutions to local governments can in the first place bypass national systems that allow for political dependence.,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4842,E02011,"Equal pay for equal work should apply as a principle in the country from which you work, wherever you come from.",in favor of,"This will add to transparency and fair competition. Employers who are not sincere should not have any more and, in essence, it would be beneficial for all EU members, and not only for workers.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4847,E02016,Frontex should publish transparency reports on a regular basis,against,Frontex interferes with the national border guards who carry out their sacred duty to protect the border and then sends anonymous reports to criticise these brave men and women is completely heinous.,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
4854,E02023,Immigrants should receive EU assistance through integration programmes.,against,"No, Europe is not a colony. Immigration has been devastating. EU officials supporting immigration must be appointed and the European people must have the democratic opportunity to remove them from their positions of power and influence.",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
4858,E02027,Immigrants should receive EU assistance through integration programmes.,in favor of,"It is essential that European principles and values be taught to migrants, including an explanation of the reasoning behind these principles and values, and it would be preferable for this to be provided both in the mother tongue of the person and in the language of the host country.",0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4861,E02030,Immigrants should receive EU assistance through integration programmes.,against,"Europe needs more women to have children and raise them in a good way, which helps to transmit our culture: our culture is a praise to the world and must be saved from the invasion and destruction of globalisation.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4866,E02035,People from radical Muslim countries should be prohibited from entering EU countries.,against,"A complete ban on Muslim countries is ridiculous, the leadership of these countries and the media representations of the population of these countries do not reflect the people who live there, they are not a threat to us.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
4867,E02036,The Commission should remove any references to gender and other ideologies from its research funds and calls.,in favor of,"""Gender"" is an extreme left concept that has nothing to do with biology, physical universe and reality.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4880,E02049,The European Union should support and integrate immigrants so that they live in dignity and equality with all European citizens.,in favor of,"• Europe is richer than it is to welcome many immigrants and if they are allowed to work, they will even generate their own income and benefits for the country in which they arrive.",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4881,E02050,The European Union should support and integrate immigrants so that they live in dignity and equality with all European citizens.,against,"You justify the genocide of indigenous Europeans who, when asked for, always reject these ""refugees"".",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
4886,E02055,We need a common migration and asylum policy based on respect for rights and equal treatment,against,"Increased illegal and legal migration will lead to higher unemployment, lower wages, greater insecurity and less sustainable social systems.",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4890,E02059,We need a common migration and asylum policy based on respect for rights and equal treatment,in favor of,"The shameful policy (and practice) of Europe towards migrants today is contradictory to the respect that we must show to our fellow citizens around the world, and it is not in line with the fundamental rights that the EU is supposed to put into practice.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
4891,E02060,We need a common migration and asylum policy based on respect for rights and equal treatment,in favor of,"In the EU labour market, we will need more workers from outside Europe to continue the level of economic activity we plan.",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4895,E02064,We need a common migration and asylum policy based on respect for rights and equal treatment,in favor of,"· Migrant workers are overrepresented in the most precarious jobs, are too often underpaid, work in intolerable working conditions and live in horrible housing; workers are vulnerable to abuse and exploitation; and they continue to experience inhumane working and living conditions because there is no effective application.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4896,E02065,We need a common migration and asylum policy based on respect for rights and equal treatment,in favor of,"While there is a considerable increase in the number of TCN migrant workers, there is no adequate policy to protect their rights. Anyone in Europe should be entitled to the same rights of workers, regardless of where they come from. Since migration is an issue that is addressed by all countries, we need to find a common response at EU level.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4899,E02068,We need a common migration and asylum policy based on respect for rights and equal treatment,against,"Each country must have the right to choose on the basis of a democratic vote, the number of immigrants it wishes to accept. The question of immigrants depends on the reality and culture of each country: it must be managed at the local level.",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4908,E03003,The EU should implement an EU-wide carbon tax,in favor of,"People with a lower CO2 footprint - usually low-income families - would benefit greatly and would be encouraged to invest in cleaner energy, heating, etc.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4909,E03009,The EU should promote organisations that teach the national language through Esperanto.,in favor of,"Esperanto must be promoted as an international lingua franca. Esperanto is an effective and expressive means of intercultural communication, allowing a high degree of inclusion.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4916,E03039,"We need integrated rail transport systems, agreements between different rail operators and a simple and accessible search engine",in favor of,This would help to plan the most efficient and economical route,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4917,E03040,The EU should implement an EU-wide carbon tax,in favor of,"Yes, but taxes should be progressive per capita, which will allow us to impose excessive use of resources and avoid increasing the inequality of the wealth of the poor.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
4921,E03053,The EU should implement an EU-wide carbon tax,in favor of,Most experts agree that an EU-wide carbon tax would be an effective way to reduce our CO2 emissions.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4925,E03064,"We need integrated rail transport systems, agreements between different rail operators and a simple and accessible search engine",in favor of,A cheap and accessible train trip brings everyone closer without distinction of borders,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
